Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,17,213,90,177,87,A,1,33,60,4,16,20,25,4,27,14,13,10,0,16,29,65,17,34,12,17,10,25,19,17,5,3,19
2022,18,125,85,177,56,H,0,28,62,6,21,23,29,12,36,16,12,9,1,18,19,55,7,31,11,17,3,27,9,15,4,1,21
2022,21,1461,93,177,91,H,0,29,50,8,19,27,35,7,27,11,13,1,2,16,36,67,10,26,9,11,5,18,12,7,8,3,24
2022,23,177,86,252,70,H,0,32,59,10,22,12,14,8,30,21,10,4,3,12,28,59,6,27,8,12,3,20,14,9,6,4,14
2022,24,1361,72,177,47,H,0,26,58,9,20,11,14,6,30,19,12,12,8,15,16,52,7,22,8,10,6,27,8,19,7,3,16
2022,26,177,78,3,46,H,0,31,69,7,26,9,9,12,33,18,13,10,2,11,19,59,3,20,5,6,8,26,8,20,6,2,14
2022,27,177,75,1461,66,H,0,27,52,8,18,13,18,9,24,9,16,8,6,20,23,57,6,19,14,19,12,20,12,15,5,2,15
2022,29,252,71,177,55,H,0,30,57,8,20,3,5,9,29,15,13,4,7,17,19,55,4,14,13,20,10,20,6,9,7,2,14
2022,30,213,81,177,56,H,0,32,61,8,22,9,10,4,38,23,11,5,5,12,24,66,5,17,3,10,8,26,11,8,5,4,15
2022,33,177,76,125,67,H,0,25,60,5,15,21,24,9,34,12,9,5,3,15,22,61,7,31,16,22,8,28,9,9,8,1,21
2022,7,77,66,1361,60,H,0,22,57,4,18,18,23,13,29,12,11,1,4,18,24,61,3,22,9,19,13,25,9,11,6,1,23
2022,8,1361,65,90,63,H,0,20,51,6,21,19,28,10,27,11,11,8,3,17,22,59,6,28,13,18,9,22,13,11,8,4,20
2022,9,1361,68,247,62,H,0,16,46,6,15,30,34,11,23,13,17,4,5,18,25,65,5,14,7,13,17,17,10,13,6,5,26
2022,11,1425,58,1361,43,A,0,24,57,4,14,6,18,15,34,10,8,4,7,16,18,56,3,17,4,11,10,23,7,6,5,3,21
2022,15,1361,63,1388,53,A,0,23,54,7,10,10,14,11,24,10,14,10,3,16,19,52,5,20,10,14,10,23,6,14,7,3,17
2022,17,1361,62,125,55,A,0,22,65,3,15,15,24,19,36,6,10,7,7,18,19,64,7,28,10,16,14,28,12,12,4,7,21
2022,23,1361,80,125,55,H,0,31,59,6,17,12,15,9,34,14,15,7,7,18,19,60,7,25,10,18,12,21,11,15,9,3,17
2022,24,213,75,1361,57,H,0,27,55,10,24,11,14,9,26,20,15,9,1,14,23,47,5,15,6,10,0,21,14,15,11,5,17
2022,28,1361,72,252,62,A,0,26,57,5,15,15,19,7,27,9,9,8,5,17,21,51,9,26,11,18,8,25,10,17,2,1,13
2022,30,1361,75,213,56,H,0,30,58,7,14,8,11,11,20,19,8,8,1,14,21,52,5,18,9,12,11,17,14,15,2,3,11
2022,33,1361,77,252,52,H,0,30,59,5,15,12,15,12,24,14,10,13,2,14,19,48,2,19,12,14,6,19,9,19,5,3,16
2022,34,1361,73,1461,66,A,0,24,58,12,22,13,17,10,30,10,10,6,5,18,23,58,10,27,10,15,8,25,14,8,5,3,12
2022,3,76,76,252,62,H,0,30,61,4,14,12,25,17,25,15,9,6,2,20,21,46,6,20,14,25,6,21,5,14,5,4,23
2022,4,253,67,252,66,H,0,26,54,8,20,7,8,4,27,19,12,3,3,8,28,62,8,21,2,4,8,24,16,10,7,2,14
2022,7,252,61,5,52,H,0,24,55,10,25,3,6,8,26,9,12,5,3,11,20,55,9,24,3,5,8,25,7,13,6,2,13
2022,8,252,76,242,51,H,0,30,63,11,26,5,10,11,33,20,10,7,7,18,15,57,5,25,16,22,13,25,9,12,7,1,12
2022,9,250,82,252,69,H,0,33,74,5,20,11,14,17,33,15,10,3,5,13,26,68,7,26,10,11,10,27,12,11,5,4,16
2022,10,252,78,284,66,H,0,24,55,12,29,18,21,5,30,19,13,8,1,15,25,62,5,17,11,16,10,28,15,13,5,2,19
2022,11,252,90,281,78,A,0,34,60,17,33,5,9,5,25,20,10,5,3,16,32,67,7,18,7,11,12,21,19,9,2,3,15
2022,12,249,79,252,57,A,0,32,67,5,13,10,13,12,32,16,12,9,4,16,23,66,4,25,7,10,13,26,10,15,4,4,15
2022,15,252,118,3,43,H,0,44,77,20,41,10,14,13,46,33,12,9,2,14,15,63,5,20,8,15,6,24,4,16,8,1,14
2022,18,125,81,252,56,A,0,33,66,11,22,4,7,14,26,17,13,13,1,18,18,49,12,32,8,13,8,19,13,19,5,2,10
2022,19,1461,84,252,69,H,0,29,50,13,26,13,18,3,27,14,8,4,4,13,25,55,8,21,11,13,5,21,12,10,5,2,19
2022,20,125,70,252,62,H,0,24,48,6,15,16,22,8,30,12,12,2,5,15,20,58,11,37,11,15,10,19,14,7,4,5,18
2022,24,213,78,252,62,H,0,31,67,10,29,6,11,13,25,24,5,5,5,11,23,50,10,20,6,12,4,25,12,12,2,3,14
2022,27,1461,74,252,52,A,0,28,58,7,24,11,11,12,33,10,12,4,3,12,17,57,8,21,10,11,7,18,9,9,5,3,13
2022,33,213,75,252,52,A,0,28,54,11,22,8,13,13,29,18,16,1,1,19,20,51,6,23,6,15,9,15,14,16,12,4,18
2022,3,125,55,262,52,H,0,21,56,10,29,3,5,8,27,14,13,4,3,13,21,57,4,14,6,6,9,29,9,10,7,0,13
2022,4,125,64,259,62,H,0,26,63,4,19,8,13,11,31,17,8,6,4,19,19,53,9,28,15,21,8,30,14,11,5,1,17
2022,7,125,101,3,45,H,0,40,76,12,28,9,12,11,47,26,8,8,4,15,15,71,5,29,10,16,13,26,10,12,2,3,13
2022,8,1417,73,125,51,A,0,24,51,8,17,17,23,11,36,13,11,2,4,19,17,56,6,27,11,16,8,19,12,5,6,1,20
2022,10,1362,83,125,62,H,0,33,71,12,34,5,6,13,30,16,12,11,5,12,22,57,7,21,11,15,6,21,10,13,5,1,13
2022,11,125,76,273,56,H,0,30,55,11,27,5,15,10,32,24,15,7,5,18,21,61,10,33,4,8,11,21,15,12,7,3,19
2022,13,125,84,241,71,H,0,26,59,8,31,24,31,14,25,18,11,7,3,18,24,53,12,29,11,15,6,24,15,16,3,1,26
2022,14,125,80,283,57,H,0,26,56,5,19,23,27,10,30,14,9,8,2,18,22,62,3,18,10,17,15,22,8,12,4,4,19
2022,27,213,90,125,75,H,0,32,50,10,22,16,23,6,22,22,7,4,1,19,25,52,11,26,14,17,8,16,16,10,2,2,21
2022,34,125,64,1461,57,H,0,21,55,8,21,14,18,10,34,13,13,7,2,16,21,61,7,26,8,12,9,27,9,10,6,1,14
2022,36,1461,59,125,56,N,0,19,52,6,21,15,17,12,33,10,17,1,0,18,21,60,3,21,11,13,7,22,10,8,10,3,19
2022,9,213,85,1308,58,H,0,31,55,14,29,9,11,8,29,22,11,5,4,12,20,57,12,32,6,6,9,18,13,13,4,4,16
2022,11,213,80,247,61,H,0,30,58,12,29,8,10,6,27,26,12,7,0,15,22,56,5,18,12,13,7,23,11,15,8,4,17
2022,12,213,93,3,63,H,0,36,63,10,27,11,15,12,30,26,10,5,3,16,26,61,4,9,7,10,6,18,10,8,3,2,17
2022,13,1388,60,213,58,A,0,24,54,7,23,5,5,8,25,16,16,7,4,15,20,53,3,15,15,18,10,22,11,14,11,2,11
2022,14,77,82,213,71,H,0,26,52,11,24,19,22,5,27,20,14,5,1,18,26,51,10,27,9,20,4,23,17,17,9,2,18
2022,15,213,82,21,50,H,0,31,64,13,33,7,11,12,29,27,15,12,5,19,16,56,4,17,14,22,14,24,11,19,7,3,15
2022,24,1461,71,213,69,A,0,24,46,6,16,17,21,4,27,12,14,3,3,17,26,64,6,26,11,15,12,20,12,8,9,2,17
2022,32,1461,78,213,76,H,1,25,50,6,19,22,32,5,26,8,11,3,3,16,30,63,8,25,8,13,9,27,15,13,4,3,24
2022,7,1461,85,236,45,H,0,29,50,8,19,19,31,8,36,12,13,5,2,11,17,57,6,30,5,7,5,22,8,14,2,0,26
2022,8,1461,77,207,72,A,1,27,59,3,16,20,32,8,39,3,17,1,3,21,26,81,5,26,15,23,16,29,6,7,5,4,29
2022,9,1461,68,89,61,A,0,25,52,7,22,11,21,7,26,12,9,3,1,19,19,64,7,24,16,22,22,29,8,9,5,2,21
2022,10,1461,108,3,59,H,0,38,71,28,54,4,4,9,28,27,8,10,0,10,25,57,8,22,1,2,4,24,11,17,5,1,7
2022,12,1461,77,292,64,H,0,25,55,5,21,22,27,12,27,7,8,5,4,17,23,54,7,20,11,14,7,21,12,11,4,1,23
2022,13,1461,79,173,58,H,0,27,62,7,24,18,24,13,37,13,7,2,3,11,23,65,8,31,4,11,9,25,9,7,2,3,23
2022,14,1112,94,1461,65,H,0,38,72,11,28,7,8,13,29,23,10,9,6,15,23,58,8,25,11,15,6,21,10,14,7,2,11
2022,15,1461,74,278,62,H,0,24,52,11,30,15,21,11,20,11,5,7,2,13,25,52,9,23,3,4,8,20,10,11,2,2,18
2022,16,76,66,1461,63,N,0,24,62,5,22,13,20,14,27,11,8,3,3,16,26,61,4,23,7,13,10,25,11,7,3,2,16
2022,6,1136,122,3,54,H,0,49,85,11,32,13,18,17,53,33,14,6,12,17,20,83,4,28,10,16,14,23,15,14,6,2,15
2022,9,69,81,1136,75,N,0,31,74,6,13,13,17,14,30,15,9,9,2,16,27,61,10,31,11,19,8,31,12,14,5,6,18
2022,10,1136,78,135,62,A,0,27,60,7,25,17,22,14,27,13,14,9,7,20,23,62,6,14,10,15,15,22,9,16,8,5,17
2022,19,1136,80,127,76,A,0,28,62,7,25,17,27,11,35,13,13,1,9,14,30,70,8,20,8,13,9,28,14,7,9,3,22
2022,20,1136,85,115,82,H,0,31,62,8,26,15,24,15,19,20,9,9,9,16,31,69,10,25,10,11,20,21,18,15,3,4,17
2022,21,119,84,1136,81,H,1,31,76,3,19,19,32,17,30,21,7,12,6,25,24,62,8,29,25,29,10,37,9,19,2,3,25
2022,23,1136,73,216,66,H,0,26,56,12,24,9,11,8,23,15,18,10,4,18,27,59,5,14,7,11,11,23,14,16,6,8,17
2022,24,1136,82,126,52,H,0,30,74,11,38,11,14,17,32,18,9,10,5,10,22,65,4,25,4,8,11,28,16,15,4,5,12
2022,25,1136,79,121,63,A,0,27,57,7,24,18,25,18,25,16,10,6,3,15,26,57,7,20,4,8,10,17,13,9,7,3,20
2022,26,1136,85,124,68,H,0,30,64,7,24,18,23,14,35,16,14,5,10,15,26,78,6,28,10,14,20,25,18,10,8,3,20
2022,27,1136,76,121,67,H,0,22,47,8,21,24,34,6,29,14,12,5,5,16,22,56,9,23,14,19,9,25,12,14,5,3,24
2022,28,1136,88,205,81,H,0,25,62,9,33,29,37,11,36,15,12,4,2,21,28,77,7,32,18,26,16,32,20,8,6,9,24
2022,29,1136,89,126,82,A,0,32,68,8,26,17,21,14,33,16,16,10,1,17,30,70,13,31,9,20,15,24,17,17,9,2,18
2022,30,1136,62,216,61,A,0,24,60,7,23,7,11,17,23,8,12,4,4,13,25,67,3,24,8,10,19,21,11,10,4,4,14
2022,31,1136,99,115,86,A,0,32,63,7,18,28,34,13,25,11,14,11,1,21,30,63,11,27,15,20,11,19,20,17,4,4,24
2022,32,205,99,1136,88,H,0,35,76,7,29,22,34,14,32,24,11,9,13,19,31,81,9,35,17,20,17,34,17,17,4,1,26
2022,33,1136,75,127,61,H,0,26,64,5,21,18,24,16,27,11,9,5,4,13,23,60,8,23,7,9,11,23,14,13,3,3,19
2022,34,1136,105,131,93,H,0,37,71,14,30,17,28,9,31,21,10,6,4,20,35,74,7,20,16,23,12,33,16,14,4,3,22
2022,35,1136,86,124,69,A,0,30,60,12,28,14,17,4,33,14,19,9,1,15,27,67,6,20,9,10,8,24,10,17,12,1,13
2022,36,1136,78,119,70,H,0,28,63,8,29,14,18,13,30,15,12,4,2,20,27,68,6,22,10,16,12,24,12,10,7,2,18
2022,37,1136,73,127,59,H,0,29,59,7,24,8,11,10,30,12,15,7,5,11,22,66,9,25,6,6,14,23,10,12,7,2,15
2022,38,1136,70,216,69,H,0,20,52,5,21,25,29,14,26,5,14,4,5,14,27,60,6,16,9,10,7,17,13,7,8,6,25
2022,39,1136,70,119,43,H,0,26,55,7,19,11,15,14,31,11,18,11,9,13,17,58,3,21,6,10,13,16,9,14,9,4,15
2022,9,127,73,135,67,H,0,25,50,8,17,15,20,9,23,10,13,6,3,18,23,59,6,17,15,19,14,19,7,10,5,4,19
2022,16,127,67,124,55,A,0,24,46,4,14,15,21,6,26,8,12,10,1,9,21,50,8,25,5,6,4,19,12,17,2,1,17
2022,19,121,66,127,57,A,0,23,47,9,22,11,15,6,22,10,11,10,9,9,19,51,7,18,12,15,11,21,8,16,7,1,15
2022,20,205,83,127,61,H,0,30,66,12,29,11,13,12,28,19,12,8,2,14,22,59,10,29,7,10,10,26,16,16,6,3,17
2022,21,115,74,127,66,H,0,25,54,11,26,13,18,12,24,15,17,11,1,13,25,59,10,28,6,8,10,20,13,16,8,1,17
2022,22,126,68,127,67,H,0,28,56,7,21,5,10,10,20,12,12,6,2,11,26,54,9,23,6,9,9,21,12,12,7,1,13
2022,23,216,65,127,50,H,0,24,50,9,22,8,11,9,26,15,18,5,4,13,18,47,6,14,8,12,5,18,10,17,7,2,16
2022,24,127,65,205,62,H,0,23,54,9,22,10,14,7,28,14,11,6,4,10,25,66,6,22,6,13,18,26,9,13,7,1,12
2022,25,131,75,127,55,H,0,31,61,10,22,3,10,11,24,15,13,9,5,21,17,48,3,19,18,24,9,21,8,16,4,0,16
2022,26,119,54,127,52,A,0,18,48,6,18,12,16,9,24,9,10,3,5,16,18,60,6,26,10,15,20,24,10,10,4,2,15
2022,27,127,91,131,82,H,1,32,64,11,22,16,20,10,27,15,15,6,4,22,27,59,8,22,20,30,11,24,16,15,8,3,18
2022,28,127,60,121,57,A,0,21,49,9,18,9,14,10,24,16,15,5,4,14,22,51,5,21,8,12,7,20,15,11,9,2,13
2022,29,124,67,127,50,A,0,25,59,9,18,8,10,13,27,8,10,5,2,17,14,46,5,20,17,26,9,22,6,13,4,5,13
2022,31,119,78,127,68,H,0,24,48,4,18,26,31,9,18,18,10,10,3,21,18,43,8,22,24,26,8,17,14,16,3,1,22
2022,32,126,79,127,63,A,0,29,56,10,21,11,17,14,29,18,14,6,3,14,21,58,6,22,15,19,10,18,9,10,7,1,15
2022,33,216,65,127,46,A,0,23,49,9,20,10,13,6,26,18,10,8,3,18,13,47,7,24,13,17,10,21,5,14,3,1,15
2022,34,127,67,131,66,A,0,23,49,9,22,12,14,7,20,15,12,6,4,11,24,53,7,21,11,15,7,20,12,8,8,1,16
2022,15,131,70,126,62,A,0,28,59,8,22,6,12,8,33,11,14,8,4,20,22,62,3,17,15,24,12,27,12,13,9,2,15
2022,18,115,77,131,71,H,0,27,53,5,15,18,26,8,31,10,14,5,1,19,27,70,7,24,10,16,14,23,10,11,8,3,22
2022,19,119,95,131,64,H,0,39,68,5,17,12,16,12,23,23,13,11,2,23,20,49,2,15,22,30,9,20,4,19,7,2,13
2022,20,124,80,131,78,A,0,30,60,8,18,12,16,13,20,16,12,4,2,16,28,54,10,19,12,17,7,18,22,10,8,6,15
2022,21,205,79,131,75,A,0,30,66,7,24,12,24,14,29,21,17,7,5,15,26,61,10,27,13,17,5,26,12,15,8,3,22
2022,22,216,67,131,56,A,0,26,55,4,16,11,20,14,26,14,10,3,4,16,21,62,4,19,10,13,16,22,5,11,4,1,24
2022,24,124,81,131,64,H,0,31,60,6,15,13,18,12,26,12,11,5,6,11,26,58,5,18,7,12,8,19,12,13,6,5,16
2022,26,126,78,131,65,A,0,27,56,10,23,14,21,15,28,15,18,8,6,10,24,69,11,31,6,9,16,18,18,14,12,4,15
2022,27,131,82,115,75,H,0,31,64,7,26,13,17,7,27,11,9,7,3,18,27,65,4,21,17,21,12,26,8,10,3,2,14
2022,28,121,64,131,44,H,0,25,55,7,22,7,11,10,27,17,13,11,5,9,17,59,6,19,4,7,15,21,10,18,6,4,9
2022,30,131,88,119,86,H,1,29,58,8,24,22,25,8,19,16,12,6,5,20,34,71,7,23,11,19,22,22,19,13,4,1,22
2022,31,205,84,131,77,H,0,26,63,11,28,21,29,13,27,21,13,9,10,18,25,65,8,28,19,21,12,26,9,14,5,1,20
2022,2,1362,98,205,64,H,0,33,62,12,30,20,25,15,25,14,12,14,4,13,24,57,8,22,8,9,7,16,8,18,6,3,18
2022,10,205,106,3,48,H,0,44,77,12,30,6,9,9,42,34,13,18,11,15,15,65,7,33,11,20,13,25,11,23,5,0,8
2022,11,205,90,120,65,H,0,34,77,16,36,6,10,16,29,21,10,8,6,21,24,62,7,25,10,24,16,28,12,18,5,1,7
2022,13,115,69,205,65,H,0,24,65,9,27,12,17,15,31,15,14,8,3,12,24,70,9,30,8,10,14,29,16,11,6,5,18
2022,14,121,82,205,77,H,0,30,48,17,26,5,7,5,13,17,15,6,2,20,27,51,4,16,19,26,11,13,19,11,9,1,16
2022,15,205,74,216,57,H,0,32,70,9,29,1,2,13,26,19,12,17,2,14,23,54,7,21,4,7,6,26,13,20,5,4,7
2022,16,205,75,126,70,H,1,25,68,7,27,18,25,16,30,17,13,13,3,19,23,66,7,22,17,20,15,31,11,18,7,5,19
2022,18,205,80,124,65,A,0,28,63,8,23,16,24,12,32,20,11,12,5,13,23,67,13,34,6,8,13,25,13,16,4,1,16
2022,19,119,92,205,85,A,1,30,67,4,19,28,41,14,33,4,18,14,4,23,28,73,14,34,15,27,18,31,16,22,10,12,29
2022,23,205,79,115,75,H,0,30,65,6,19,13,17,14,29,22,14,8,9,13,28,63,11,25,8,10,7,23,21,15,6,3,19
2022,24,119,79,205,64,H,0,28,58,5,16,18,28,9,31,14,10,7,2,17,23,54,5,19,13,20,4,27,12,14,5,2,20
2022,25,205,74,124,69,H,0,24,60,7,22,19,27,15,28,17,11,0,2,12,27,66,4,27,11,12,9,26,9,4,6,2,18
2022,27,205,81,126,63,A,0,32,68,8,28,9,12,9,32,17,6,8,0,10,23,70,5,25,12,16,16,29,14,10,2,1,12
2022,28,205,66,216,61,A,0,25,53,4,12,12,14,6,24,13,15,11,2,11,23,61,7,21,8,9,14,23,16,18,8,2,17
2022,29,205,85,121,74,H,0,28,53,8,18,21,25,8,33,22,13,2,3,13,26,64,12,38,10,16,7,20,15,4,10,5,17
2022,31,205,82,115,75,H,0,28,61,9,25,17,23,13,29,19,11,7,6,12,28,70,10,31,9,14,14,22,14,10,8,1,19
2022,32,119,82,205,62,H,0,29,59,8,22,16,19,8,31,12,9,10,2,24,22,53,3,19,15,28,9,25,11,11,5,3,18
2022,6,121,77,3,48,H,0,29,61,7,25,12,20,4,28,17,10,17,12,11,19,61,5,18,5,8,15,32,14,28,7,4,19
2022,9,120,74,121,51,H,0,27,56,8,20,12,17,14,37,17,22,9,1,9,19,59,7,24,6,9,5,17,9,13,14,4,17
2022,10,121,55,105,45,H,0,20,56,7,18,8,13,7,23,9,6,10,11,12,17,50,3,10,8,9,10,33,9,19,1,2,14
2022,13,117,61,121,60,H,0,18,42,7,16,18,23,7,18,13,13,6,1,17,19,40,7,16,15,18,4,18,9,12,10,4,23
2022,16,1211,80,121,55,H,0,30,59,5,22,15,20,18,38,17,17,6,4,10,20,63,6,25,9,11,7,13,8,8,12,0,16
2022,19,121,74,124,64,H,0,26,46,7,18,15,24,5,20,14,11,8,7,16,21,57,9,25,13,17,18,23,13,16,5,0,19
2022,23,126,62,121,46,A,0,23,50,4,17,12,20,10,31,8,19,8,7,17,17,58,3,23,9,16,14,24,6,17,12,4,19
2022,24,216,57,121,50,A,0,21,49,6,14,9,17,8,23,13,10,6,4,17,20,49,1,15,9,15,9,28,7,11,9,4,14
2022,26,119,71,121,57,A,0,25,48,5,10,16,18,9,20,13,14,10,3,16,23,50,7,15,4,11,12,16,10,17,7,2,16
2022,29,216,69,121,53,H,0,29,58,5,12,6,11,12,26,17,8,4,2,11,19,53,6,21,9,10,8,20,9,11,4,0,12
2022,30,121,65,126,64,A,1,24,58,5,18,12,15,13,29,11,14,4,3,15,23,62,6,21,12,19,16,24,15,10,8,1,16
2022,32,121,80,119,65,A,1,27,48,5,15,21,30,2,27,16,19,12,3,19,23,65,1,20,18,23,17,23,11,19,9,0,23
2022,33,121,70,115,63,A,0,26,51,8,23,10,14,4,23,16,12,8,2,18,22,56,3,20,16,17,11,24,17,15,5,0,15
2022,35,121,80,115,79,H,0,29,55,16,28,6,14,10,12,19,10,9,7,15,31,57,5,13,12,14,14,21,17,13,5,1,10
2022,37,121,72,124,52,A,0,30,56,5,16,7,10,7,30,18,15,12,3,13,21,59,8,22,2,6,9,22,11,14,9,2,13
2022,3,216,117,3,62,H,0,46,73,11,25,14,19,16,34,23,7,4,2,17,25,62,4,25,8,12,5,16,12,10,3,0,18
2022,5,1246,80,216,55,H,0,34,64,4,10,8,8,14,27,15,12,9,6,17,18,53,6,19,13,21,12,15,8,16,7,6,7
2022,8,209,67,216,40,A,0,25,55,7,18,10,14,9,30,15,13,7,3,21,11,47,2,20,16,25,9,23,7,16,7,5,14
2022,10,81,61,216,55,H,0,21,49,4,17,15,16,6,27,10,12,9,4,15,19,50,6,14,11,15,5,23,10,13,5,4,16
2022,11,249,88,216,77,H,0,32,55,6,17,18,22,3,36,18,10,2,3,11,34,77,8,23,1,2,8,24,25,3,5,3,20
2022,12,139,72,216,66,A,1,27,58,5,12,13,14,6,30,15,13,8,1,18,25,63,3,14,13,17,11,24,11,12,6,5,16
2022,18,216,69,124,61,A,0,22,39,7,12,18,22,1,31,12,16,5,7,19,19,63,6,20,17,22,15,19,7,8,5,2,18
2022,21,216,98,115,59,H,0,40,69,11,22,7,10,16,32,21,9,7,3,22,19,57,8,25,13,20,10,15,10,11,4,3,11
2022,24,216,71,126,54,H,0,28,62,8,15,7,10,15,22,12,7,6,4,15,19,48,3,15,13,18,9,19,5,12,4,2,12
2022,27,119,69,216,57,H,0,25,52,8,18,11,15,7,24,12,9,5,7,18,20,53,6,17,11,19,14,22,12,12,4,4,17
2022,28,216,54,126,52,A,0,18,50,4,14,14,26,12,27,7,13,8,2,19,17,51,3,12,15,22,10,27,7,13,4,3,22
2022,29,124,64,216,55,A,0,23,48,7,14,11,18,2,26,6,12,8,5,12,24,58,2,13,5,10,11,26,11,14,5,3,16
2022,31,115,77,216,65,H,0,28,55,9,19,12,19,11,26,13,12,5,0,10,29,67,4,25,3,4,13,21,12,11,3,5,22
2022,33,216,78,124,48,H,0,31,56,6,13,10,14,11,26,11,9,7,2,8,20,57,7,25,1,3,11,17,8,13,5,1,13
2022,5,115,109,3,49,H,0,44,84,12,34,9,16,24,46,30,23,10,4,12,19,67,4,18,7,13,4,20,8,19,13,3,9
2022,9,115,74,133,67,A,0,29,58,9,25,7,9,8,29,13,12,6,3,13,26,64,10,34,5,11,13,22,17,11,5,3,13
2022,22,126,85,115,74,H,0,35,63,6,17,9,13,14,25,19,10,4,1,12,29,56,10,23,6,10,4,17,15,10,6,1,12
2022,23,124,71,115,66,A,0,27,56,6,20,11,16,8,18,14,7,8,4,12,26,57,5,16,9,10,13,23,13,14,4,3,15
2022,26,115,66,124,62,A,1,25,65,3,16,13,19,18,35,14,9,3,6,14,27,72,5,21,3,6,13,24,12,7,5,2,17
2022,30,119,76,115,67,A,0,29,68,5,20,13,23,17,20,11,9,11,1,15,26,53,5,18,10,12,8,27,12,21,3,4,23
2022,33,115,80,126,68,H,0,32,61,10,20,6,10,7,31,19,14,6,2,21,23,58,5,19,17,26,10,25,8,13,8,3,15
2022,3,204,91,124,73,A,0,34,61,14,31,9,9,4,24,15,10,8,2,14,27,65,8,32,11,16,15,23,12,14,9,1,13
2022,6,173,71,124,59,N,0,29,60,3,13,10,18,13,23,11,15,9,4,22,20,49,3,19,16,25,9,20,10,17,4,2,17
2022,12,124,113,3,51,H,0,40,68,8,23,25,34,17,41,24,17,8,9,23,16,64,5,25,14,23,11,14,6,20,9,2,23
2022,17,124,70,126,53,H,0,30,62,7,18,3,6,11,32,15,12,4,6,16,19,54,5,17,10,18,7,22,12,11,3,2,8
2022,19,119,81,124,76,H,0,33,58,0,8,15,17,12,21,14,12,3,3,21,27,55,6,21,16,22,10,14,14,10,6,1,19
2022,24,119,72,124,69,A,0,25,59,6,16,16,24,11,24,11,9,4,2,20,22,53,5,21,20,23,6,27,13,14,5,0,17
2022,30,124,80,126,72,A,1,25,64,10,24,20,26,12,32,12,8,3,5,20,27,68,4,17,14,21,13,30,14,7,6,1,19
2022,3,126,100,3,54,H,0,37,75,6,19,20,29,21,39,20,16,10,7,9,23,73,7,22,1,6,12,20,14,21,8,0,21
2022,6,126,79,105,68,A,0,31,61,6,11,11,17,12,28,11,12,7,3,17,21,54,11,26,15,20,8,20,15,13,3,4,17
2022,7,126,93,212,67,H,0,38,74,12,30,5,8,12,29,19,6,8,3,18,24,61,5,19,14,19,11,23,13,15,1,2,13
2022,9,139,83,126,73,H,0,32,59,10,15,9,14,11,19,19,11,7,4,14,30,53,3,9,10,14,6,20,14,12,6,3,16
2022,13,119,72,126,64,A,0,29,51,2,12,12,18,5,21,12,14,9,2,21,23,52,8,17,10,17,9,18,15,16,5,2,16
2022,21,119,69,126,54,H,0,28,62,5,20,8,10,15,30,17,14,7,6,19,22,53,6,20,4,14,8,20,12,13,6,3,12
2022,31,119,82,126,53,H,0,32,64,13,24,5,10,14,32,22,11,8,4,15,21,52,4,18,7,19,7,21,7,12,7,3,14
2022,10,119,104,3,46,H,0,40,64,5,18,19,23,14,34,25,13,13,6,20,13,49,5,20,15,20,5,11,8,17,5,0,21
2022,2,93,86,3,79,H,0,29,58,9,23,19,26,10,21,14,10,6,2,11,31,57,13,23,4,8,7,22,20,14,4,5,18
2022,8,93,98,3,55,H,0,36,61,12,28,14,19,9,22,21,10,12,4,13,22,52,7,29,4,8,9,17,11,23,5,1,16
2022,11,176,77,93,51,H,0,28,62,11,31,10,14,18,23,13,12,8,4,15,19,53,6,26,7,7,11,19,12,18,4,2,13
2022,12,288,65,93,62,A,0,24,55,7,23,10,14,5,29,10,18,7,6,15,25,63,5,20,7,9,11,29,11,18,9,1,15
2022,13,282,98,93,79,H,0,26,49,17,28,29,36,6,27,19,19,3,5,28,26,61,5,21,22,38,14,20,15,12,11,1,25
2022,14,263,66,93,55,A,0,25,53,4,19,12,22,9,31,14,11,3,2,18,19,54,1,16,16,22,9,27,6,10,6,1,21
2022,16,93,72,288,57,A,0,26,52,5,21,15,20,8,33,17,14,4,4,17,20,60,5,21,12,18,13,20,12,11,7,2,19
2022,17,84,65,93,61,H,0,24,48,6,12,11,15,6,24,10,16,4,4,16,21,56,6,21,13,16,13,17,10,15,5,2,13
2022,18,62,75,93,67,A,0,24,47,7,23,20,24,6,27,17,16,10,4,18,23,57,10,26,11,17,11,19,14,15,7,0,17
2022,19,93,58,83,55,A,0,24,53,5,19,5,8,12,25,19,18,6,2,16,19,47,6,19,11,22,10,19,12,13,7,7,11
2022,20,93,68,258,63,H,2,24,63,9,37,11,12,10,34,17,13,6,2,17,23,65,6,19,11,15,10,30,12,9,6,4,14
2022,21,1293,65,93,53,A,0,24,55,8,26,9,14,12,22,13,11,15,3,15,20,45,8,20,5,8,6,22,16,18,5,1,15
2022,22,263,77,93,52,H,0,31,55,10,27,5,8,6,24,24,9,8,4,17,19,52,6,20,8,12,11,19,7,15,3,0,13
2022,23,62,72,93,58,H,0,27,50,8,21,10,14,5,22,17,9,4,3,14,22,50,9,23,5,10,10,18,12,13,3,2,11
